CustomerID,Recency,Frequency,Monetary,AvgOrderValue,StdOrderValue,TotalOrders,TotalItems,R_Score,F_Score,M_Score,RFM_Score,RFM_Numeric,Customer_Segment
12374.0,56,3,2246.29,44.93,30.52,50,1020,3,3,5,335,11,Promising
12376.0,24,2,503.15,38.7,30.97,13,240,4,2,3,423,9,Potential_Loyalists
12377.0,16,2,1798.2,23.98,14.98,75,1161,4,2,4,424,10,Potential_Loyalists
12378.0,197,1,1407.7,17.17,7.39,82,787,1,1,4,114,6,Others
12379.0,57,2,767.98,18.73,7.95,41,408,3,2,3,323,8,Promising
12380.0,100,6,5442.84,31.64,31.14,172,2227,2,4,5,245,11,Need_Attention
12385.0,14,1,1938.4,29.82,34.52,65,612,5,1,4,514,10,Others
12386.0,1,1,258.90000000000003,32.36,17.78,8,214,5,1,2,512,8,New_Customers
12387.0,50,1,143.94,15.99,7.73,9,134,3,1,1,311,5,Others
12388.0,80,2,1120.45,24.36,16.69,46,539,2,2,4,224,8,About_To_Sleep
12389.0,37,3,1433.33,29.25,31.13,49,614,3,3,4,334,10,Promising
12391.0,99,5,2285.18,13.13,16.83,174,911,2,4,5,245,11,Need_Attention
12392.0,226,1,234.75000000000003,33.54,25.71,7,73,1,1,1,111,3,Hibernating
12393.0,17,2,816.85,19.0,9.69,43,495,4,2,3,423,9,Potential_Loyalists
12395.0,6,4,2048.64,20.9,12.64,98,1615,5,4,4,544,13,Champions
12396.0,309,1,931.4300000000001,14.33,3.52,65,591,1,1,3,113,5,Others
12399.0,20,3,853.65,16.74,7.89,51,1020,4,3,3,433,10,Potential_Loyalists
12400.0,49,1,205.25,18.66,5.16,11,91,3,1,1,311,5,Others
12402.0,27,5,1031.3,17.48,5.05,59,490,4,4,4,444,12,Champions
12403.0,156,1,591.6600000000001,147.92,111.78,4,164,2,1,3,213,6,Others
12404.0,317,1,63.24,63.24,,1,1,1,1,1,111,3,Hibernating
12406.0,34,3,2975.06,48.77,44.13,61,1598,4,3,5,435,12,Potential_Loyalists
12408.0,20,3,1452.22,26.89,27.71,54,820,4,3,4,434,11,Potential_Loyalists
12409.0,55,4,12346.62,79.66,45.38,155,7592,3,4,5,345,12,Loyal_Customers
12410.0,137,1,320.38,22.88,17.8,14,130,2,1,2,212,5,Hibernating
12411.0,44,1,346.9,15.77,10.7,22,138,3,1,2,312,6,Others
12412.0,37,3,1370.05,20.76,16.02,66,1168,3,3,4,334,10,Promising
12413.0,37,1,241.35,18.57,12.02,13,33,3,1,1,311,5,Others
12414.0,98,3,390.0,39.0,48.86,10,195,2,3,2,232,7,About_To_Sleep
12415.0,10,7,19543.84,92.19,117.57,212,14073,5,5,5,555,15,Champions
12416.0,291,1,202.56,18.41,6.89,11,132,1,1,1,111,3,Hibernating
12417.0,45,11,3148.31,17.79,8.38,177,1332,3,5,5,355,13,Loyal_Customers
12418.0,48,3,1352.62,19.89,18.94,68,681,3,3,4,334,10,Promising
12419.0,20,2,503.01,20.12,17.16,25,231,4,2,3,423,9,Potential_Loyalists
12421.0,50,2,291.56,14.58,6.08,20,168,3,2,2,322,7,Promising
12422.0,29,14,4428.24,33.3,68.57,133,2226,4,5,5,455,14,Champions
12423.0,22,2,763.08,19.08,10.19,40,454,4,2,3,423,9,Potential_Loyalists
12424.0,57,2,1579.07,25.47,16.41,62,1285,3,2,4,324,9,Promising
12425.0,83,1,964.21,17.53,8.4,55,651,2,1,3,213,6,Others
12426.0,297,1,762.48,16.22,9.34,47,326,1,1,3,113,5,Others
12427.0,6,1,303.5,30.35,21.58,10,79,5,1,2,512,8,New_Customers
12429.0,0,5,3735.51,49.15,44.16,76,1787,5,4,5,545,14,Champions
12431.0,8,13,4370.52,25.71,27.38,170,1811,5,5,5,555,15,Champions
12433.0,1,5,7205.39,25.19,20.65,286,6045,5,4,5,545,14,Champions
12434.0,16,1,297.29,14.86,4.38,20,138,4,1,2,412,7,New_Customers
12435.0,31,4,6096.04,80.21,126.15,76,2903,4,4,5,445,13,Champions
12437.0,30,21,7731.99,21.24,16.74,364,5078,4,5,5,455,14,Champions
12439.0,317,2,1142.88,16.1,4.82,71,478,1,2,4,124,7,Others
12440.0,97,2,859.2,26.85,16.4,32,331,2,2,3,223,7,About_To_Sleep
12441.0,1,1,173.55,15.78,4.0,11,121,5,1,1,511,7,New_Customers
12443.0,367,1,485.31,23.11,23.9,21,182,1,1,2,112,4,Hibernating
12445.0,55,1,301.58000000000004,15.08,5.38,20,144,3,1,2,312,6,Others
12449.0,45,2,768.6,76.86,52.66,10,729,3,2,3,323,8,Promising
12450.0,34,3,490.32,16.91,6.01,29,314,4,3,2,432,9,Potential_Loyalists
12451.0,98,3,3634.36,23.15,15.7,157,2784,2,3,5,235,10,Need_Attention
12454.0,30,4,13151.44,526.06,201.09,25,6697,4,4,5,445,13,Champions
12455.0,80,4,3413.09,24.91,37.09,137,1213,2,4,5,245,11,Need_Attention
12457.0,70,1,632.6800000000001,28.76,24.81,22,251,3,1,3,313,7,Others
12458.0,62,2,830.09,18.05,11.81,46,480,3,2,3,323,8,Promising
12459.0,240,1,454.36,19.75,9.62,23,258,1,1,2,112,4,Hibernating
12460.0,91,1,326.65,18.15,4.92,18,170,2,1,2,212,5,Hibernating
12466.0,317,1,56.73,56.73,,1,1,1,1,1,111,3,Hibernating
12467.0,58,1,132.8,14.76,4.6,9,129,3,1,1,311,5,Others
12468.0,161,3,2941.2,26.26,33.49,112,1835,2,3,5,235,10,Need_Attention
12469.0,157,2,3070.54,40.4,68.99,76,2552,2,2,5,225,9,About_To_Sleep
12470.0,324,1,211.95,9.22,4.91,23,95,1,1,1,111,3,Hibernating
12471.0,9,49,20129.54,29.78,40.58,676,8658,5,5,5,555,15,Champions
12472.0,4,13,11308.48,19.77,14.0,572,7202,5,5,5,555,15,Champions
12474.0,13,13,5048.66,17.65,9.96,286,3107,5,5,5,555,15,Champions
12475.0,44,1,426.26,17.05,6.68,25,236,3,1,2,312,6,Others
12476.0,31,12,7267.49,25.86,22.86,281,3223,4,5,5,455,14,Champions
12477.0,34,3,7056.63,26.73,25.3,264,2466,4,3,5,435,12,Potential_Loyalists
12480.0,34,3,2183.2200000000003,24.81,35.22,88,1245,4,3,5,435,12,Potential_Loyalists
12481.0,0,6,6765.07,38.88,37.82,174,3949,5,4,5,545,14,Champions
12482.0,211,29,23691.4,116.13,97.92,204,27042,1,5,5,155,11,At_Risk
12483.0,13,11,2612.2000000000003,41.46,28.9,63,1050,5,5,5,555,15,Champions
12484.0,118,6,1826.78,14.27,18.91,128,1079,2,4,4,244,10,Need_Attention
12485.0,164,1,708.1,20.83,15.1,34,414,2,1,3,213,6,Others
12486.0,66,1,1037.28,21.17,16.24,49,523,3,1,4,314,8,Others
12487.0,365,1,285.3,142.65,93.55,2,174,1,1,2,112,4,Hibernating
12490.0,13,11,4405.71,20.3,13.39,217,2842,5,5,5,555,15,Champions
12492.0,38,1,452.0,20.55,13.37,22,252,3,1,2,312,6,Others
12494.0,0,3,626.77,18.43,8.2,34,281,5,3,3,533,11,Potential_Loyalists
12495.0,275,1,357.4,21.02,15.61,17,130,1,1,2,112,4,Hibernating
12496.0,255,2,45.34,4.53,3.35,10,30,1,2,1,121,4,Hibernating
12497.0,35,2,5205.400000000001,121.06,84.68,43,4449,4,2,5,425,11,Potential_Loyalists
12499.0,195,1,393.72,14.58,7.24,27,302,1,1,2,112,4,Hibernating
12500.0,70,8,1697.39,19.97,25.26,85,699,3,5,4,354,12,Loyal_Customers
12503.0,219,1,1126.0,563.0,470.93,2,561,1,1,4,114,6,Others
12504.0,52,2,297.0,27.0,14.52,11,368,3,2,2,322,7,Promising
12505.0,43,1,955.2,22.74,24.16,42,324,3,1,3,313,7,Others
12507.0,219,1,539.25,19.26,13.77,28,362,1,1,3,113,5,Others
12510.0,94,7,4195.45,37.46,102.19,112,1696,2,5,5,255,12,Need_Attention
12511.0,63,1,3084.02,16.23,7.69,190,1753,3,1,5,315,9,Others
12514.0,276,1,580.08,17.58,16.62,33,400,1,1,3,113,5,Others
12516.0,65,2,1336.56,27.84,25.67,48,1077,3,2,4,324,9,Promising
12519.0,111,1,385.70000000000005,17.53,6.59,22,212,2,1,2,212,5,Hibernating
12523.0,9,12,2562.58,17.92,9.45,143,1398,5,5,5,555,15,Champions
12524.0,23,9,6640.39,69.17,66.37,96,3479,4,5,5,455,14,Champions
12525.0,133,3,973.73,16.23,10.67,60,509,2,3,3,233,8,Need_Attention
12527.0,129,2,386.8,27.63,23.14,14,292,2,2,2,222,6,About_To_Sleep
12529.0,163,1,316.48,15.07,3.99,21,192,2,1,2,212,5,Hibernating
12530.0,50,5,2096.98,22.79,20.65,92,1800,3,4,4,344,11,Loyal_Customers
12531.0,321,1,1807.98,16.44,15.1,110,1074,1,1,4,114,6,Others
12533.0,262,2,1367.89,19.0,13.4,72,704,1,2,4,124,7,Others
12537.0,43,1,732.94,17.05,16.83,43,449,3,1,3,313,7,Others
12538.0,13,1,276.5,21.27,12.81,13,145,5,1,2,512,8,New_Customers
12539.0,85,3,5646.400000000001,24.44,17.89,231,2468,2,3,5,235,10,Need_Attention
12540.0,13,16,8854.25,30.22,27.64,293,4334,5,5,5,555,15,Champions
12542.0,119,2,481.88,12.36,5.47,39,522,2,2,2,222,6,About_To_Sleep
12543.0,83,1,980.25,22.8,21.76,43,688,2,1,3,213,6,Others
12547.0,135,1,175.78,13.52,4.89,13,175,2,1,1,211,4,Hibernating
12549.0,210,6,1575.68,32.16,44.39,49,1366,1,4,4,144,9,At_Risk
12553.0,20,2,916.47,19.5,11.46,47,360,4,2,3,423,9,Potential_Loyalists
12554.0,83,1,468.5,18.02,14.52,26,240,2,1,2,212,5,Hibernating
12555.0,317,1,129.23,129.23,,1,1,1,1,1,111,3,Hibernating
12557.0,6,4,6725.18,269.01,291.97,25,2398,5,4,5,545,14,Champions
12562.0,20,2,1185.18,30.39,30.01,39,548,4,2,4,424,10,Potential_Loyalists
12563.0,43,1,249.24,19.17,13.15,13,113,3,1,1,311,5,Others
12567.0,2,7,4308.58,22.32,20.12,193,1781,5,5,5,555,15,Champions
12568.0,279,1,70.0,14.0,5.29,5,48,1,1,1,111,3,Hibernating
12570.0,317,1,77.52,77.52,,1,1,1,1,1,111,3,Hibernating
12573.0,16,4,556.87,6.12,8.62,91,395,4,4,3,443,11,Loyal_Customers
12575.0,92,2,622.82,16.39,5.74,38,315,2,2,3,223,7,About_To_Sleep
12576.0,27,3,826.89,15.31,9.94,54,527,4,3,3,433,10,Potential_Loyalists
12577.0,16,5,990.5,6.52,6.98,152,722,4,4,4,444,12,Champions
12578.0,20,2,1847.94,31.86,32.27,58,1184,4,2,4,424,10,Potential_Loyalists
12580.0,211,1,637.2,18.74,7.79,34,331,1,1,3,113,5,Others
12582.0,57,2,1469.04,18.14,16.73,81,685,3,2,4,324,9,Promising
12583.0,8,13,7166.06,32.72,20.84,219,3924,5,5,5,555,15,Champions
12586.0,9,3,1865.73,22.48,17.28,83,608,5,3,4,534,12,Potential_Loyalists
12588.0,34,3,743.88,20.66,15.97,36,385,4,3,3,433,10,Potential_Loyalists
12589.0,56,5,2993.23,20.79,16.66,144,1457,3,4,5,345,12,Loyal_Customers
12591.0,25,2,886.1,21.1,17.88,42,425,4,2,3,423,9,Potential_Loyalists
12592.0,154,3,2145.06,34.05,93.67,63,1585,2,3,5,235,10,Need_Attention
12594.0,13,5,1751.89,21.63,14.46,81,991,5,4,4,544,13,Champions
12595.0,139,1,299.02,15.74,6.39,19,271,2,1,2,212,5,Hibernating
12598.0,98,3,1511.01,20.42,14.24,74,942,2,3,4,234,9,Need_Attention
12599.0,16,6,1264.14,17.8,10.09,71,1233,4,4,4,444,12,Champions
12600.0,6,12,2444.88,35.95,25.86,68,640,5,5,5,555,15,Champions
12601.0,39,1,104.2,17.37,6.74,6,45,3,1,1,311,5,Others
12605.0,11,4,1232.95,16.22,8.5,76,929,5,4,4,544,13,Champions
12606.0,317,1,21.0,21.0,,1,1,1,1,1,111,3,Hibernating
12608.0,39,1,415.79,25.99,39.98,16,323,3,1,2,312,6,Others
12609.0,9,6,2309.01,20.08,9.58,115,905,5,4,5,545,14,Champions
12613.0,23,5,3472.9900000000002,20.08,14.1,173,2513,4,4,5,445,13,Champions
12615.0,48,4,3449.79,20.91,12.06,165,1941,3,4,5,345,12,Loyal_Customers
12616.0,23,1,417.8,18.99,5.49,22,214,4,1,2,412,7,New_Customers
12619.0,195,1,140.14,14.01,1.8,10,140,1,1,1,111,3,Hibernating
12621.0,0,16,11086.14,36.59,45.77,303,6493,5,5,5,555,15,Champions
12623.0,51,6,3442.7400000000002,22.21,17.3,155,1780,3,4,5,345,12,Loyal_Customers
12625.0,144,2,2481.06,25.58,17.82,97,1697,2,2,5,225,9,About_To_Sleep
12629.0,20,2,1558.22,34.63,51.88,45,722,4,2,4,424,10,Potential_Loyalists
12631.0,91,5,2841.07,18.69,10.4,152,1371,2,4,5,245,11,Need_Attention
12632.0,155,2,804.88,23.0,16.69,35,694,2,2,3,223,7,About_To_Sleep
12633.0,17,3,3514.18,17.14,13.16,205,2076,4,3,5,435,12,Potential_Loyalists
12634.0,170,2,490.0,24.5,25.74,20,337,2,2,2,222,6,About_To_Sleep
12635.0,27,2,1241.23,15.91,9.01,78,777,4,2,4,424,10,Potential_Loyalists
12636.0,373,1,141.0,141.0,,1,1,1,1,1,111,3,Hibernating
12637.0,13,4,2280.91,9.83,9.62,232,1263,5,4,5,545,14,Champions
12638.0,274,1,249.8,27.76,28.86,9,86,1,1,1,111,3,Hibernating
12639.0,69,2,826.27,19.67,12.5,42,430,3,2,3,323,8,Promising
12643.0,20,6,4960.18,183.71,166.34,27,2857,4,4,5,445,13,Champions
12644.0,65,3,1440.58,18.01,9.75,80,707,3,3,4,334,10,Promising
12645.0,44,4,1764.12,20.28,12.25,87,1041,3,4,4,344,11,Loyal_Customers
12647.0,2,27,14201.53,33.1,44.15,429,5447,5,5,5,555,15,Champions
12648.0,72,3,793.95,18.04,8.14,44,358,2,3,3,233,8,Need_Attention
12649.0,17,5,1671.14,19.21,14.12,87,1373,4,4,4,444,12,Champions
12651.0,13,3,263.75,12.56,3.16,21,187,5,3,2,532,10,Potential_Loyalists
12652.0,69,1,97.05000000000001,32.35,17.78,3,31,3,1,1,311,5,Others
12653.0,161,1,1950.98,45.37,42.94,43,762,2,1,4,214,7,Others
12655.0,58,1,261.35,16.33,2.53,16,80,3,1,2,312,6,Others
12656.0,60,3,2356.66,19.48,17.37,121,1137,3,3,5,335,11,Promising
12661.0,71,1,162.0,14.73,2.12,11,216,2,1,1,211,4,Hibernating
12662.0,8,10,3138.2400000000002,17.83,9.42,176,1523,5,5,5,555,15,Champions
12663.0,259,2,239.4,23.94,13.47,10,181,1,2,1,121,4,Hibernating
12664.0,149,2,1188.16,148.52,68.07,8,292,2,2,4,224,8,About_To_Sleep
12665.0,52,2,250.6,17.9,7.02,14,128,3,2,2,322,7,Promising
12666.0,29,1,1248.42,40.27,49.97,31,370,4,1,4,414,9,Others
12668.0,13,6,7575.88,20.2,20.45,375,3415,5,4,5,545,14,Champions
12670.0,20,2,764.24,33.23,20.15,23,230,4,2,3,423,9,Potential_Loyalists
12671.0,241,1,2622.481,58.28,47.03,45,1460,1,1,5,115,7,Others
12672.0,230,1,211.15,17.6,5.63,12,60,1,1,1,111,3,Hibernating
12673.0,36,1,619.5,19.36,11.14,32,349,3,1,3,313,7,Others
12675.0,188,2,957.25,8.55,9.65,112,336,1,2,3,123,6,Others
12676.0,43,5,1511.7,24.38,17.38,62,1197,3,4,4,344,11,Loyal_Customers
12677.0,190,2,395.1,18.81,9.7,21,176,1,2,2,122,5,Hibernating
12678.0,10,9,16652.72,78.92,77.5,211,11449,5,5,5,555,15,Champions
12681.0,2,24,17080.74,20.65,16.29,827,10060,5,5,5,555,15,Champions
12682.0,0,23,11745.69,22.85,15.86,514,5443,5,5,5,555,15,Champions
12683.0,0,8,4220.21,21.42,14.61,197,2696,5,5,5,555,15,Champions
12686.0,6,1,89.14,12.73,3.95,7,107,5,1,1,511,7,New_Customers
12687.0,115,2,2138.91,16.98,24.09,126,1403,2,2,5,225,9,About_To_Sleep
12691.0,55,1,134.6,19.23,3.15,7,51,3,1,1,311,5,Others
12692.0,272,1,110.95,8.53,7.69,13,36,1,1,1,111,3,Hibernating
12693.0,31,3,847.11,21.18,17.71,40,281,4,3,3,433,10,Potential_Loyalists
12694.0,56,1,973.68,21.17,11.58,46,846,3,1,3,313,7,Others
12695.0,163,3,825.02,25.78,12.38,32,234,2,3,3,233,8,Need_Attention
12696.0,69,2,851.91,17.39,11.35,49,564,3,2,3,323,8,Promising
12698.0,225,1,339.75,21.23,11.8,16,111,1,1,2,112,4,Hibernating
12699.0,52,1,638.11,15.56,10.44,41,373,3,1,3,313,7,Others
12701.0,164,4,1648.7,17.54,7.37,94,1049,2,4,4,244,10,Need_Attention
12703.0,268,3,722.98,13.64,7.17,53,431,1,3,3,133,7,At_Risk
12705.0,18,5,4893.81,18.47,12.17,265,3191,4,4,5,445,13,Champions
12708.0,3,9,2601.19,17.0,8.34,153,1214,5,5,5,555,15,Champions
12709.0,1,20,21107.94,72.79,70.76,290,9999,5,5,5,555,15,Champions
12711.0,246,2,1339.05,22.32,14.65,60,770,1,2,4,124,7,Others
12712.0,0,10,2797.53,19.56,11.68,143,1287,5,5,5,555,15,Champions
12714.0,23,7,9384.85,21.48,18.4,437,5705,4,5,5,455,14,Champions
12717.0,225,1,277.93,17.37,9.03,16,94,1,1,2,112,4,Hibernating
12720.0,4,6,2478.94,15.99,11.6,155,1645,5,4,5,545,14,Champions
12721.0,20,2,1356.95,17.4,8.26,78,696,4,2,4,424,10,Potential_Loyalists
12724.0,18,3,1286.11,16.92,7.33,76,934,4,3,4,434,11,Potential_Loyalists
12725.0,6,4,2266.76,21.38,23.94,106,1142,5,4,5,545,14,Champions
12726.0,22,4,1405.5,25.55,12.87,55,1475,4,4,4,444,12,Champions
12727.0,77,3,1698.8300000000002,26.54,20.78,64,734,2,3,4,234,9,Need_Attention
12728.0,18,1,233.84,15.59,8.28,15,124,4,1,1,411,6,New_Customers
12730.0,156,1,829.25,17.64,16.49,47,234,2,1,3,213,6,Others
12731.0,77,5,6879.8,57.81,56.32,119,3204,2,4,5,245,11,Need_Attention
12733.0,24,3,2040.92,15.12,13.31,135,759,4,3,4,434,11,Potential_Loyalists
12734.0,9,2,529.25,35.28,55.56,15,177,5,2,3,523,10,Potential_Loyalists
12737.0,133,1,100.0,100.0,,1,1,2,1,1,211,4,Hibernating
12738.0,7,1,155.35,14.12,3.43,11,148,5,1,1,511,7,New_Customers
12739.0,20,2,1713.69,33.6,41.92,51,465,4,2,4,424,10,Potential_Loyalists
12741.0,164,2,406.07,25.38,39.05,16,214,2,2,2,222,6,About_To_Sleep
12742.0,260,1,1201.52,17.93,10.45,67,1359,1,1,4,114,6,Others
12744.0,94,4,4037.77,34.51,65.39,117,1753,2,4,5,245,11,Need_Attention
12745.0,121,3,925.41,40.24,42.62,23,468,2,3,3,233,8,Need_Attention
12746.0,175,1,254.55,14.97,1.69,17,97,1,1,2,112,4,Hibernating
12747.0,4,16,5061.03,33.08,44.05,153,1473,5,5,5,555,15,Champions
12748.0,0,144,22457.9,8.87,31.26,2531,13109,5,5,5,555,15,Champions
12749.0,34,4,2806.48,20.19,9.66,139,889,4,4,5,445,13,Champions
12751.0,79,1,268.27,4.33,3.76,62,189,2,1,2,212,5,Hibernating
12755.0,0,10,5218.71,86.98,487.53,60,2290,5,5,5,555,15,Champions
12758.0,94,5,7111.650000000001,32.92,32.11,216,4020,2,4,5,245,11,Need_Attention
12759.0,21,5,3489.3,16.86,9.4,207,2300,4,4,5,445,13,Champions
12760.0,90,1,347.8,16.56,6.15,21,198,2,1,2,212,5,Hibernating
12761.0,92,2,782.95,29.0,16.64,27,281,2,2,3,223,7,About_To_Sleep
12763.0,4,1,320.08,20.0,15.89,16,196,5,1,2,512,8,New_Customers
12765.0,107,6,1404.58,20.66,15.27,68,1009,2,4,4,244,10,Need_Attention
12766.0,1,3,3078.65,21.23,25.09,145,1800,5,3,5,535,13,Potential_Loyalists
12767.0,10,1,949.82,22.09,16.02,43,598,5,1,3,513,9,New_Customers
12768.0,85,1,168.69,16.87,2.63,10,102,2,1,1,211,4,Hibernating
12770.0,91,1,1895.0,118.44,27.91,16,1100,2,1,4,214,7,Others
12771.0,120,1,282.3,18.82,10.64,15,104,2,1,2,212,5,Hibernating
12773.0,199,1,124.25,20.71,32.7,6,109,1,1,1,111,3,Hibernating
12774.0,170,1,98.7,16.45,3.92,6,53,2,1,1,211,4,Hibernating
12775.0,23,2,300.08000000000004,20.01,10.42,15,206,4,2,2,422,8,Potential_Loyalists
12776.0,302,1,55.5,13.88,9.46,4,46,1,1,1,111,3,Hibernating
12777.0,92,1,519.45,19.98,6.46,26,458,2,1,3,213,6,Others
12778.0,31,3,953.4499999999999,14.9,7.73,64,910,4,3,3,433,10,Potential_Loyalists
12779.0,6,7,2740.91,21.41,11.64,128,1617,5,5,5,555,15,Champions
12780.0,233,1,337.4,16.87,9.41,20,285,1,1,2,112,4,Hibernating
12782.0,9,6,2287.32,18.45,13.93,124,931,5,4,5,545,14,Champions
12784.0,164,1,1230.33,17.09,21.66,72,582,2,1,4,214,7,Others
12785.0,170,2,788.45,18.77,13.15,42,322,2,2,3,223,7,About_To_Sleep
12786.0,244,1,728.5000000000001,40.47,23.66,18,324,1,1,3,113,5,Others
12787.0,48,1,398.52,16.6,5.5,24,249,3,1,2,312,6,Others
12788.0,98,4,444.90000000000003,17.11,3.81,26,194,2,4,2,242,8,About_To_Sleep
12789.0,147,2,181.5,45.38,33.36,4,32,2,2,1,221,5,Hibernating
12790.0,45,1,266.93,16.68,8.01,16,140,3,1,2,312,6,Others
12791.0,8,6,863.51,30.84,39.71,28,353,5,4,3,543,12,Loyal_Customers
12792.0,169,1,426.47,19.39,9.82,22,177,2,1,2,212,5,Hibernating
12793.0,6,2,471.85,17.48,8.96,27,231,5,2,2,522,9,Potential_Loyalists
12796.0,263,1,381.0,54.43,10.77,7,182,1,1,2,112,4,Hibernating
12797.0,0,2,552.08,18.4,9.45,30,215,5,2,3,523,10,Potential_Loyalists
12798.0,56,1,1533.89,61.36,76.61,25,3199,3,1,4,314,8,Others
12799.0,164,1,219.35,14.62,3.61,15,137,2,1,1,211,4,Hibernating
12800.0,105,3,584.25,17.18,8.12,34,284,2,3,3,233,8,Need_Attention
12801.0,135,1,1071.82,21.44,27.7,50,505,2,1,4,214,7,Others
12802.0,77,6,1988.84,17.6,11.41,113,1658,2,4,4,244,10,Need_Attention
12803.0,28,1,1092.81,19.87,13.78,55,872,4,1,4,414,9,Others
12804.0,100,2,325.37,4.93,4.64,66,270,2,2,2,222,6,About_To_Sleep
12805.0,16,4,1434.95,24.74,18.73,58,593,4,4,4,444,12,Champions
12806.0,70,4,2878.96,42.97,71.77,67,2087,3,4,5,345,12,Loyal_Customers
12807.0,18,1,330.35,20.65,16.09,16,145,4,1,2,412,7,New_Customers
12808.0,3,3,422.45,16.25,4.55,26,187,5,3,2,532,10,Potential_Loyalists
12809.0,200,2,1266.63,22.62,24.96,56,298,1,2,4,124,7,Others
12810.0,169,2,534.99,16.72,9.06,32,389,2,2,3,223,7,About_To_Sleep
12811.0,13,2,519.0500000000001,20.76,9.05,25,205,5,2,3,523,10,Potential_Loyalists
12813.0,136,3,1687.8,37.51,30.58,45,1141,2,3,4,234,9,Need_Attention
12817.0,34,2,524.94,25.0,13.88,21,166,4,2,3,423,9,Potential_Loyalists
12819.0,93,1,540.52,28.45,20.12,19,344,2,1,3,213,6,Others
12820.0,32,7,1747.18,17.47,7.59,100,1242,4,5,4,454,13,Champions
12821.0,246,1,128.08,18.3,6.21,7,92,1,1,1,111,3,Hibernating
12823.0,29,13,4742.0,364.77,194.52,13,700,4,5,5,455,14,Champions
12825.0,156,2,518.63,21.61,11.81,24,139,2,2,3,223,7,About_To_Sleep
12826.0,0,6,1481.03,19.75,15.26,75,937,5,4,4,544,13,Champions
12829.0,185,1,92.3,11.54,5.5,8,174,1,1,1,111,3,Hibernating
12831.0,98,2,236.06,18.16,4.3,13,168,2,2,1,221,5,Hibernating
12835.0,62,41,5996.83,9.75,10.32,615,2349,3,5,5,355,13,Loyal_Customers
12836.0,24,11,3949.37,16.66,20.18,237,1169,4,5,5,455,14,Champions
12837.0,204,1,528.5600000000001,6.95,6.64,76,170,1,1,3,113,5,Others
12838.0,8,9,2694.75,9.13,17.15,295,1479,5,5,5,555,15,Champions
12839.0,2,13,4480.31,17.1,11.25,262,3042,5,5,5,555,15,Champions
12840.0,72,3,1315.2,20.88,16.55,63,747,2,3,4,234,9,Need_Attention
12841.0,4,17,3472.61,12.54,10.71,277,2609,5,5,5,555,15,Champions
12842.0,39,2,799.0,57.07,76.17,14,340,3,2,3,323,8,Promising
12843.0,17,22,4881.1,42.08,51.16,116,2247,4,5,5,455,14,Champions
12844.0,77,2,322.64,6.33,4.08,51,98,2,2,2,222,6,About_To_Sleep
12846.0,317,1,15.58,15.58,,1,1,1,1,1,111,3,Hibernating
12847.0,22,1,765.36,21.87,21.12,35,624,4,1,3,413,8,New_Customers
12848.0,310,1,208.0,13.0,7.65,16,58,1,1,1,111,3,Hibernating
12849.0,16,4,2032.18,21.17,16.66,96,1258,4,4,4,444,12,Champions
12850.0,80,1,330.0,165.0,0.0,2,200,2,1,2,212,5,Hibernating
12851.0,112,1,148.95,4.96,4.93,30,51,2,1,1,211,4,Hibernating
12853.0,62,5,1950.4,27.86,24.19,70,868,3,4,4,344,11,Loyal_Customers
12854.0,196,4,1654.72,10.89,8.15,152,1004,1,4,4,144,9,At_Risk
